ISO6393	Status	Pop.Size	simp.status
mff	"Threatened (20 percent certain, based on the evidence available)"	"3,000"	threatened
nax	"Endangered (20 percent certain, based on the evidence available)"	216	endangered
naj	"Vulnerable (20 percent certain, based on the evidence available)"	"<22,000"	vulnerable
ylo	"Vulnerable (20 percent certain, based on the evidence available)"	">15,000"	vulnerable
nkm	"Endangered (20 percent certain, based on the evidence available)"	180	endangered
mty	"Endangered (20 percent certain, based on the evidence available)"	484	endangered
nab	"Endangered (20 percent certain, based on the evidence available)"	721	endangered
nmq	"Threatened (80 percent certain, based on the evidence available)"		threatened
nnm	"Vulnerable (80 percent certain, based on the evidence available)"	"3,500"	vulnerable
naa	"Severely Endangered (60 percent certain, based on the evidence available)"	36	severely_endangered
mxw; namo1246	"Severely Endangered (20 percent certain, based on the evidence available)"	80	severely_endangered
nmt	"Endangered (20 percent certain, based on the evidence available)"	940	endangered
bwb	"Threatened (20 percent certain, based on the evidence available)"	"1,600"	threatened
nmy	"Endangered (100 percent certain, based on the evidence available)"	"5,000"	endangered
gld	"Severely Endangered (100 percent certain, based on the evidence available)"	~180 	severely_endangered
nhd	"Endangered (20 percent certain, based on the evidence available)"	"19,308"	endangered
nzz	"Threatened (20 percent certain, based on the evidence available)"	"3,000"	threatened
cox	"Vulnerable (100 percent certain, based on the evidence available)"	450	vulnerable
npy	"Threatened (20 percent certain, based on the evidence available)"	"6,000"	threatened
npa	"Endangered (20 percent certain, based on the evidence available)"	500	endangered
nxu	"Severely Endangered (20 percent certain, based on the evidence available)"	85	severely_endangered
rnr	Dormant ()	0?	dormant
loh	"Threatened (20 percent certain, based on the evidence available)"	"3,620"	threatened
plb	"Endangered (60 percent certain, based on the evidence available)"	~120	endangered
nhr	"Vulnerable (20 percent certain, based on the evidence available)"	"~10,000"	vulnerable
nnr	"Severely Endangered (20 percent certain, based on the evidence available)"	24	severely_endangered
nsy	"Vulnerable (100 percent certain, based on the evidence available)"	~3000	vulnerable
nvh	"Critically Endangered (40 percent certain, based on the evidence available)"	<20	critically_endangered
	"Endangered (20 percent certain, based on the evidence available)"	275	endangered
ntz	"Threatened (20 percent certain, based on the evidence available)"	"7,030"	threatened
ncz	Awakening ()		awakening
1hr	"Severely Endangered (20 percent certain, based on the evidence available)"	25	severely_endangered
nti	"Vulnerable (60 percent certain, based on the evidence available)"	"~4,000"	vulnerable
nxa	"Endangered (20 percent certain, based on the evidence available)"	"1,000"	endangered
ynk	"Endangered (20 percent certain, based on the evidence available)"	~200	endangered
ncn	"Severely Endangered (20 percent certain, based on the evidence available)"	100	severely_endangered
cpi	"Threatened (20 percent certain, based on the evidence available)"		threatened
nau	"Threatened (20 percent certain, based on the evidence available)"	"6,000"	threatened
1hx	"Critically Endangered (20 percent certain, based on the evidence available)"	5	critically_endangered
nwr	"Endangered (20 percent certain, based on the evidence available)"	190	endangered
noz	"Severely Endangered (100 percent certain, based on the evidence available)"	"7,188"	severely_endangered
nyq	"Threatened (20 percent certain, based on the evidence available)"	"7,030"	threatened
nlu	"Threatened (20 percent certain, based on the evidence available)"	"1,800"	threatened
nnz	"Vulnerable (20 percent certain, based on the evidence available)"	"10,000"	vulnerable
gke	"Critically Endangered (20 percent certain, based on the evidence available)"	NA	critically_endangered
ndm	"Threatened (20 percent certain, based on the evidence available)"	"6,500"	threatened
eli	"Threatened (20 percent certain, based on the evidence available)"	"3,513"	threatened
djj	"Endangered (20 percent certain, based on the evidence available)"	241	endangered
ndr	"Vulnerable (20 percent certain, based on the evidence available)"	">10,000"	vulnerable
nuh	"Endangered (20 percent certain, based on the evidence available)"	300	endangered
ndv	"Vulnerable (20 percent certain, based on the evidence available)"	25000	vulnerable
njt	Dormant ()	NA	dormant
nec	"Critically Endangered (100 percent certain, based on the evidence available)"	~200	critically_endangered
neg	"Severely Endangered (80 percent certain, based on the evidence available)"	~150	severely_endangered
crk-pla	"Severely Endangered (20 percent certain, based on the evidence available)"	"53,070 "	severely_endangered
nek	"Endangered (20 percent certain, based on the evidence available)"	220	endangered
nem	"Endangered (20 percent certain, based on the evidence available)"	320	endangered
nqn	"Endangered (20 percent certain, based on the evidence available)"	250	endangered
mid	"Severely Endangered (100 percent certain, based on the evidence available)"	100	severely_endangered
kxl	"Vulnerable (80 percent certain, based on the evidence available)"	"28,615"	vulnerable
08o	"Critically Endangered (100 percent certain, based on the evidence available)"	15	critically_endangered
1no	"Vulnerable (80 percent certain, based on the evidence available)"		vulnerable
nez	"Critically Endangered (80 percent certain, based on the evidence available)"	<50	critically_endangered
ntj	"Threatened (20 percent certain, based on the evidence available)"	"1,300"	threatened
08q	"Severely Endangered (20 percent certain, based on the evidence available)"	12	severely_endangered
nud	"Endangered (20 percent certain, based on the evidence available)"	136	endangered
nig	Dormant ()	0?	dormant
djd-nga	"Endangered (20 percent certain, based on the evidence available)"	~100	endangered
szb	"Vulnerable (20 percent certain, based on the evidence available)"	"18,000"	vulnerable
nmv	"Critically Endangered (20 percent certain, based on the evidence available)"	2	critically_endangered
nbh	"Vulnerable (20 percent certain, based on the evidence available)"	"~60,000"	vulnerable
nam-nan	"Endangered (20 percent certain, based on the evidence available)"	240	endangered
nam	"Endangered (20 percent certain, based on the evidence available)"	~150	endangered
nio	"Severely Endangered (80 percent certain, based on the evidence available)"	~500	severely_endangered
nid	"Critically Endangered (20 percent certain, based on the evidence available)"	9	critically_endangered
nyx	Dormant ()	0?	dormant
rxd	"Severely Endangered (20 percent certain, based on the evidence available)"	10	severely_endangered
xni	Dormant ()	0?	dormant
ung	"Critically Endangered (60 percent certain, based on the evidence available)"	~12	critically_endangered
nbj	"Endangered (20 percent certain, based on the evidence available)"	<170	endangered
nlr	"Critically Endangered (20 percent certain, based on the evidence available)"	NA	critically_endangered
nrl	"Severely Endangered (20 percent certain, based on the evidence available)"	<20	severely_endangered
nji	"Critically Endangered (20 percent certain, based on the evidence available)"	~3	critically_endangered
nay	Awakening ()		awakening
nsg	"Endangered (20 percent certain, based on the evidence available)"	200	endangered
ngm	"Severely Endangered (100 percent certain, based on the evidence available)"	15	severely_endangered
	"Vulnerable (100 percent certain, based on the evidence available)"	~700	vulnerable
nxn	"Critically Endangered (20 percent certain, based on the evidence available)"	1	critically_endangered
nbd	"Critically Endangered (20 percent certain, based on the evidence available)"	NA	critically_endangered
ssv	"Endangered (20 percent certain, based on the evidence available)"	800	endangered
ngx	"Threatened (20 percent certain, based on the evidence available)"	"2,000"	threatened
jle	"Vulnerable (20 percent certain, based on the evidence available)"	"38,000"	vulnerable
wyb	"Critically Endangered (20 percent certain, based on the evidence available)"		critically_endangered
ngi	"Vulnerable (20 percent certain, based on the evidence available)"	"80,000"	vulnerable
kcd	"Endangered (20 percent certain, based on the evidence available)"	150	endangered
nmj	"Threatened (20 percent certain, based on the evidence available)"	"1,400"	threatened
nrx	"Critically Endangered (40 percent certain, based on the evidence available)"	1	critically_endangered
nnx	"Critically Endangered (20 percent certain, based on the evidence available)"	2	critically_endangered
08s	Dormant ()	0	dormant
xul	Awakening ()		awakening
nuo	"Endangered (40 percent certain, based on the evidence available)"	"~1,000"	endangered
ngw	"Vulnerable (20 percent certain, based on the evidence available)"	"10,000"	vulnerable
nha	"Critically Endangered (20 percent certain, based on the evidence available)"	2	critically_endangered
yrl	"Endangered (80 percent certain, based on the evidence available)"	"19,060"	endangered
hrp	Dormant ()	0?	dormant
nhf	"Severely Endangered (20 percent certain, based on the evidence available)"	10	severely_endangered
bzk	"Vulnerable (20 percent certain, based on the evidence available)"	35000	vulnerable
ncs	"Threatened (20 percent certain, based on the evidence available)"	"3,000"	threatened
nie	"Threatened (20 percent certain, based on the evidence available)"	"5,160"	threatened
nll	"Threatened (20 percent certain, based on the evidence available)"	1000	threatened
bla	"Severely Endangered (100 percent certain, based on the evidence available)"	"2,800"	severely_endangered
gbe	"Endangered (20 percent certain, based on the evidence available)"	300	endangered
nil	"Threatened (20 percent certain, based on the evidence available)"	"1,800"	threatened
nmp	"Critically Endangered (20 percent certain, based on the evidence available)"	2	critically_endangered
nmr	Dormant ()	0	dormant
niw	"Endangered (20 percent certain, based on the evidence available)"	178	endangered
